Trait	Plantheight	Earheight	Earleafwidth	Earleaflength	Tasselmainaxislength	Tasselbranchnumber	Leafnumberaboveear	Earlength	Eardiameter	Cobdiameter	Earrownumber	Kernernumberperrow	grainweight	cobweight	kernellength	Kernelwidth	Kernelthickness	Silkingtime	Pollenshed	Headingdate	cobcolor
CIMBL50	153.4778861	49.68352914	6.380623784	74.02205364	31.84659695	6.568255968	5.707121333	9.999999999	3.095385714	74.02205364	9.999999999	22.16823693	19.4806258	13.29751865	7.870803868	7.529020258	4.363280271	68.7456	68.8982	63.1043	0
CIMBL51	189.57917	71.78887889	8.693700913	72.80006511	35.84609753	9.999999999	5.825573729	9.999999999	3.449328086	72.80006511	9.999999999	20.31769074	21.3870842	14.43178687	7.498599769	7.806808641	4.992662348	77.0583	73.9175	71.7221	0
CIMBL52	165.3846471	57.46776375	9.043422286	73.19224826	35.60620582	9.999999999	6.569915106	9.999999999	3.59360486	73.19224826	9.999999999	27.18550529	20.99780753	19.47790834	8.81163424	7.793769281	4.393275644	72.7755	71.8028	67.0362	0
CIMBL53	171.7145367	77.0718451	9.181247686	70.3670193	30.38575341	9.999999999	6.04084599	9.999999999	3.799324781	70.3670193	9.999999999	24.9354088	23.75403811	16.74058252	9.477307059	8.696116284	4.556294891	78.8786	76.2548	72.6146	0
CIMBL54	198.0140691	72.46058784	8.463680521	77.64619214	37.65336894	9.999999999	5.823637676	9.999999999	3.944313555	77.64619214	9.999999999	24.58951231	26.45456294	18.57023111	9.796409684	8.313694859	4.201673386	66.8866	65.2361	61.2347	NA
CIMBL55	161.8166333	52.55112083	8.347732168	73.31280956	36.97471013	9.999999999	5.276103118	9.999999999	3.573725896	73.31280956	9.999999999	22.88716678	23.0388362	16.86208262	9.273312032	7.346736822	4.416276444	70.0987	68.4638	65.3627	0
CIMBL56	193.3960594	86.60195342	8.951538685	70.58994397	33.51877063	9.999999999	4.977099735	9.999999999	3.461382393	70.58994397	9.999999999	24.02218777	23.19376831	12.56383785	8.794418564	8.085617487	4.739194534	69.5634	69.1316	65.4743	0
CIMBL57	175.6732106	67.58280817	8.395861673	79.37499568	32.13385919	9.999999999	5.897773007	9.999999999	3.570807883	79.37499568	9.999999999	20.89182459	21.65969457	16.89067088	8.00823601	8.533812945	4.884984104	70.8482	68.7977	65.5859	0
CIMBL58	152.055893	55.01628752	7.868624823	75.30775786	34.42675646	9.999999999	5.627767207	9.999999999	3.392079583	75.30775786	9.999999999	18.97218781	21.72374816	16.24743505	7.573540182	8.198783117	4.790883563	71.7048	69.3542	64.5817	0
CIMBL59	185.1939708	53.30365469	7.522967469	78.56746245	32.08985823	9.548608518	5.853729508	9.999999999	3.751359941	78.56746245	9.999999999	16.94830645	27.08594828	16.95737682	8.492689381	8.591483243	5.148451583	66.1371	64.5683	62.6851	0
CIMBL6	166.2346596	48.00500367	7.748301061	69.0135481	27.52569127	7.820547324	7.235354932	9.999999999	3.623332118	69.0135481	9.999999999	17.87136768	23.18408505	16.61908242	8.19760845	8.496587409	4.527136977	70.9553	70.4672	68.1519	0
CIMBL60	175.6015268	69.25348634	8.500871502	70.79922019	29.55793882	9.999999999	6.009386347	9.999999999	3.811908712	70.79922019	9.999999999	16.02524521	27.18355374	17.93414234	8.327712429	8.807776488	5.595691569	69.5634	68.3525	65.2512	0
CIMBL61	177.1262754	67.61206601	8.748082141	69.73009168	26.82465909	8.148533116	5.692191084	9.999999999	3.622602615	69.73009168	9.999999999	20.21435838	23.30556669	13.92035075	8.414239044	8.55912631	4.725940936	70.527	70.24457	66.59	0
CIMBL62	166.1277433	54.97830752	9.244691125	72.4711552	27.42426534	9.999999999	5.999674893	9.633788367	3.064532617	72.4711552	9.999999999	15.51124359	22.99261918	7.728133813	8.777202887	7.682092672	4.655696871	72.026	70.24457	68.2635	0
CIMBL63	178.7765538	66.86582534	9.270943582	70.27148016	26.04084545	9.843126372	6.097199784	9.999999999	3.70303035	70.27148016	9.999999999	18.5781199	20.78551565	16.41848813	8.092879752	7.930759255	4.715338058	74.3816	72.4706	68.2635	0
CIMBL65	196.2053551	95.31714794	9.892251737	69.15003259	32.01155145	9.999999999	6.962066387	9.999999999	3.90966215	69.15003259	9.999999999	23.62818578	19.94732873	22.04799284	8.924970776	7.798236345	3.981088768	78.6644	79.8164	74.6228	0
CIMBL66	131.2462092	41.52256919	8.872781313	70.9698258	31.13376966	9.999999999	4.558412929	9.999999999	3.07966981	70.9698258	9.999999999	21.04747801	20.10715768	12.43804951	7.123063318	7.615086706	5.075835905	68.2785	67.796	65.6974	0
CIMBL67	173.2596715	68.52259224	8.400237083	77.64619214	31.5074049	9.999999999	5.630639609	9.999999999	3.51208287	77.64619214	9.999999999	24.29025754	20.96120548	14.18908039	8.940751813	8.236008654	4.213026721	74.9169	73.9175	72.7262	0
CIMBL68	175.9158497	67.73009106	8.691201817	76.05614782	29.07243674	9.999999999	6.879724192	9.999999999	3.356333923	76.05614782	9.999999999	15.85176966	21.27943996	12.24650818	8.154569259	8.055837057	5.046677991	77.4866	76.5887	75.4038	0
CIMBL69	135.1743039	44.58360226	8.800587056	71.81148016	31.44475947	9.999999999	4.391676824	9.999999999	3.131282166	71.81148016	9.999999999	23.44281116	21.98606284	11.63043119	8.267905795	7.963517727	4.890285543	68.9209	69.3542	64.9165	0
CIMBL7	203.9337989	95.16887139	9.999999999	76.31546835	29.6399745	9.999999999	5.388400363	9.999999999	4.074347512	76.31546835	9.999999999	20.51633433	25.14481963	20.01536761	8.893408703	8.103485744	4.861127629	80.0563	76.9226	73.9534	0
CIMBL70	180.4103239	91.40896222	9.181247686	68.62684205	28.30875913	9.999999999	6.901198818	9.999999999	3.606188791	68.62684205	9.999999999	21.24636849	21.5010857	13.43149152	8.346810979	7.713362122	4.41580676	77.5937	75.587	73.5072	0
CIMBL71	190.9028594	73.47346132	8.104896939	80.66022464	28.14841667	9.409716575	7.241099736	9.999999999	3.790753117	80.66022464	9.999999999	22.56163242	23.89851988	20.76438	8.001062812	8.221118439	5.135477093	74.0604	73.6949	71.6105	0
CIMBL72	194.1723938	78.3925332	8.415551016	76.13348903	36.75843424	9.999999999	5.367062519	9.999999999	3.305268694	76.13348903	9.999999999	20.43923409	22.61439801	15.36834608	8.437193279	8.602307932	4.914142018	76.7371	72.1367	69.7139	0
CIMBL73	210.1933342	70.41993592	7.608287955	80.26214487	39.17475793	9.999999999	5.659363631	9.999999999	3.737134627	80.26214487	9.999999999	20.99821084	22.30328059	17.1908476	8.211954847	7.869709375	4.468821149	68.8139	66.7943	63.9123	0
CIMBL74	161.2594497	57.81322714	9.550969793	62.88311973	27.49958901	9.999999999	5.993519745	9.999999999	3.37566576	62.88311973	9.999999999	21.28095813	20.50978021	12.70963798	7.659618564	7.917358062	4.381347407	73.7391	72.8045	68.9329	0
CIMBL75	171.3029366	55.87414963	9.257817353	61.90498088	31.29336635	8.203197414	5.498509112	9.999999999	3.935924267	61.90498088	9.999999999	19.51112113	27.35680344	19.25968462	9.465829942	8.792902679	5.067883746	71.8119	68.1299	66.2553	0
CIMBL76	143.1392931	54.87408335	7.072300286	66.06320836	26.90371166	6.339591072	5.034821339	9.900889284	3.580656177	66.06320836	9.999999999	18.14121853	23.30318912	11.21590143	8.827415277	8.524878816	4.873055866	67.3149	66.1265	64.5817	0
CIMBL77	195.3000564	69.06579451	9.299383744	86.69966335	37.83981367	3.906890335	5.600410997	9.999999999	3.475790083	86.69966335	9.999999999	22.70298287	24.39449212	13.53250337	8.203347009	8.049880972	4.508581941	73.9533	72.4706	68.8213	0
CIMBL78	144.034288	61.43556922	9.651604212	64.98043141	31.12407454	9.999999999	4.820622209	9.999999999	3.105749551	64.98043141	9.999999999	17.62022035	22.08126972	8.828781792	8.034059525	8.045413907	5.033424394	71.8119	70.27588	66.59	0
CIMBL79	145.0417389	48.69902185	8.503059207	67.28246981	33.13469449	9.722083996	4.934560827	9.999999999	3.595428618	67.28246981	9.999999999	19.64659725	21.85063526	17.05394809	7.892030195	8.192827032	5.106319179	71.0624	69.5768	64.9165	0
CIMBL8	181.8416731	70.88397639	8.247097749	69.33201192	24.69546029	7.699504949	6.203478663	9.999999999	4.045714509	69.33201192	9.999999999	18.46246954	25.1978926	16.30461157	9.513173051	8.103485744	4.777629966	73.0967	70.9124	66.7015	1
CIMBL80	182.436416	70.72675687	8.017388748	77.56657618	32.98852183	9.999999999	6.416173201	9.999999999	3.761572987	77.56657618	9.999999999	20.33857544	26.41674082	16.88714394	8.485993994	8.853881169	4.825769562	77.9149	76.8113	73.6187	0
CIMBL81	157.4607625	57.15321431	7.540469108	67.500845	24.78122486	9.999999999	6.03181844	9.999999999	3.780540072	67.500845	9.999999999	19.28576623	22.0836683	17.56487732	7.983015482	8.230447697	4.618380052	72.026	69.2429	67.1478	0
CIMBL82	192.1476313	83.43470884	8.767771484	70.93342994	28.99562151	9.815794223	6.094053819	9.999999999	3.650323739	70.93342994	9.999999999	20.5771131	22.19347445	20.41417382	8.025451687	8.599329889	4.614610719	74.8099	73.6949	72.0568	0
CIMBL83	107.1977917	28.81472763	8.833402628	72.9261035	29.06572473	9.999999999	5.490302248	9.999999999	3.833154775	72.9261035	9.999999999	21.70704162	22.83952381	13.95806308	9.09425826	9.236631073	4.944625292	68.7068	68.1299	64.9165	0
CIMBL84	165.2535777	52.57949542	7.109491268	73.9724846	29.52139565	6.094717326	5.912135018	9.999999999	3.572133949	73.9724846	9.999999999	20.91724465	22.24238965	18.32165962	8.741336895	8.515944688	4.771003167	68.2785	67.5734	63.6892	0
CIMBL85	147.7340205	60.07255555	8.058024753	71.79597333	27.88936828	8.959787334	5.259950218	9.857705245	3.243873411	71.79597333	9.999999999	18.68027278	21.6253915	15.85963038	7.333183957	7.754505517	4.69544139	71.3343	70.9026	67.6999	0
CIMBL86	186.9290662	76.03115956	9.242566672	68.73658518	32.79099019	9.214748033	5.023755786	9.999999999	3.226596541	68.73658518	9.999999999	22.41719681	20.9104696	12.01646279	7.568843147	7.54830628	4.768781616	72.026	72.4706	68.0403	0
CIMBL87	175.552999	55.13530622	7.779658163	70.78026401	30.92122267	9.370670649	5.753195434	9.999999999	3.014561643	70.78026401	9.401524847	18.97218781	24.48507911	11.31357799	8.780189017	8.854346515	4.862818481	69.8846	69.2429	65.6974	0
CIMBL88	157.625181	59.76389738	8.721829684	75.83777264	26.5412631	6.172809181	5.857559378	9.999999999	3.95455981	75.83777264	9.999999999	18.44230828	21.3870842	25.28740088	8.190698201	7.802567597	4.538208814	72.5614	71.8028	68.9329	0
CIMBL89	147.8605629	51.21718389	7.658605165	70.79922019	31.55662631	7.242667596	5.294158217	9.999999999	3.363410677	70.79922019	9.999999999	21.74737081	21.11371401	12.41679275	7.791605416	7.908423933	4.549668092	69.6704	68.1299	64.8049	0
CIMBL9	150.1549983	57.11236373	8.085207596	78.33088933	26.94845839	6.817066986	6.378011287	9.999999999	3.505152589	78.33088933	9.999999999	21.64927956	19.54592627	15.56369918	8.71838266	8.24196474	4.405203882	76.4159	75.1418	72.6146	0
CIMBL90	144.9447941	56.67327523	7.812838352	79.98917589	29.24284722	3.783198414	4.568808289	9.999999999	2.775284572	79.98917589	9.999999999	18.22260212	18.08062425	10.34681835	7.516911068	7.575753199	5.21698029	74.0604	73.2497	70.8295	0
CIMBL91	183.7188579	71.16882636	7.776741223	77.8577431	31.5603552	4.482120518	6.191852273	9.999999999	3.798230526	77.8577431	9.999999999	22.84647499	22.13857138	18.29864264	9.257216719	7.84081845	4.391029025	72.026	72.1367	70.0486	0
CIMBL92	148.1445282	48.97901391	7.284507649	73.39242551	34.21010769	3.940497722	6.311398914	9.999999999	3.48636788	73.39242551	9.999999999	22.60018254	21.4278816	13.23137371	8.032624885	8.594862825	4.129529058	69.7775	71.9141	66.9247	0
CIMBL93	160.3652303	63.34605133	6.868843743	71.73186421	26.11989801	9.999999999	5.945646376	9.495815708	3.337366838	71.73186421	9.999999999	18.99360454	21.36382801	13.29140905	7.497504279	7.740164509	4.31640478	71.4906	71.4689	65.9206	0
CIMBL94	151.640969	50.57008867	7.299821583	76.45195284	26.87313472	5.293718012	5.574149034	9.792987589	3.480349478	76.45195284	9.999999999	19.44335595	21.77255089	9.343370457	8.349680258	8.684204112	4.532438416	69.9916	68.7977	66.7015	0
CIMBL95	178.0969427	63.85149441	8.890282952	80.34176083	32.40830583	9.999999999	6.152048986	9.999999999	3.378948524	80.34176083	9.999999999	22.21896468	21.22352016	16.25458211	8.675343469	7.714851144	4.642443273	69.028	67.2395	64.247	0
CIMBL96	168.8893975	65.64063926	9.91194108	69.19552742	30.62291111	9.999999999	5.45542308	9.999999999	3.802607546	69.19552742	9.999999999	19.95735757	25.25889602	16.50187055	8.313814266	8.173469753	5.139453172	69.9916	70.6898	67.7056	0
CIMBL97	154.4734207	60.208175	9.917447529	71.20184944	24.77003818	9.999999999	5.548160634	9.999999999	3.503328831	71.20184944	9.999999999	18.4325549	21.60052126	15.22302243	7.649576086	7.470651625	5.122223495	72.24015	70.9124	68.0403	0
CIMBL98	167.1045042	59.44460044	9.418987809	66.79567513	26.59272185	9.999999999	5.608891422	9.999999999	3.660719161	66.79567513	9.999999999	21.13054748	23.2897058	17.37238305	8.087141194	8.791413657	4.66099831	70.2058	68.909	65.9206	0
CIMBL99	152.695729	63.27649494	9.979759928	59.43233686	27.97837907	8.765458771	6.519169335	9.999999999	3.984071483	59.43233686	9.999999999	21.65784625	24.42314924	13.85316834	9.112908576	8.014144457	4.672926547	77.0583	73.6949	71.6105	0
CML113	162.3429054	53.49454833	7.9955117	72.28917588	26.96262819	9.934884302	5.440103601	9.999999999	3.774339294	72.28917588	9.999999999	18.07696832	24.15595429	14.68365727	8.605152495	8.720753629	4.678873003	72.3472	70.5785	65.5859	0
CML114	195.5050255	75.57329137	7.700171556	79.98917589	32.25392959	9.999999999	6.51342453	9.999999999	3.557676824	79.98917589	9.999999999	23.20627612	27.56177491	12.5023731	8.234909082	8.527856859	4.752448131	71.4906	69.3542	67.1478	0
CML115	188.637452	76.16142927	7.940819081	78.51059391	30.42304236	9.999999999	6.161076536	9.999999999	3.620414105	78.51059391	9.999999999	24.02225368	25.38090285	12.18790225	9.210464076	9.092195992	4.423758918	71.2765	68.5751	66.2553	0
CML116	183.4869658	68.66170502	8.13771251	72.323297	29.65116118	9.999999999	6.115118102	9.999999999	3.932276751	72.323297	9.999999999	21.10957786	25.69202026	13.2085031	9.732672925	8.493609366	4.769677807	70.527	69.3542	66.2553	0
CML118	158.928009	55.87801387	8.859655085	74.22270616	31.17627906	9.999999999	5.610669576	9.999999999	3.195478453	74.22270616	9.999999999	23.57678561	22.07390776	12.8997499	8.513229183	8.307481684	4.443639314	73.525	71.5802	69.7139	0
CML121	187.5604224	77.02459092	8.599318217	62.05966331	28.14431488	9.999999999	5.403035936	9.999999999	3.033711104	62.05966331	9.999999999	21.15669467	20.42437543	5.980676471	9.151643848	7.305370243	4.182543447	72.5614	71.135	69.156	0
CML122	173.3183924	63.96245341	7.943006786	68.53585239	34.3652297	9.999999999	5.854413413	9.999999999	2.515946162	68.53585239	9.703395808	23.43757685	17.36810438	4.783543118	8.189000612	7.092440175	4.109648662	73.9533	70.6898	67.0362	0
CML130	149.9443787	56.93781032	7.435459279	74.1203428	29.85465228	9.999999999	4.758386829	9.999999999	3.620049353	74.1203428	9.999999999	19.03643801	20.01931276	8.811628836	8.471624632	7.360464037	4.456892911	68.8139	66.9056	62.3504	0
CML134	166.1695126	76.42298337	8.413363311	78.62433099	29.68845012	9.973093531	4.86753811	9.999999999	3.833246683	78.62433099	9.999999999	24.67974742	25.06063492	14.42493353	8.655258513	9.08028382	4.328333017	72.6684	69.3542	67.37094	0
CML139	180.1125093	66.96452917	8.446178883	71.74323792	38.33575665	9.999999999	5.738833423	9.999999999	2.633396187	71.74323792	9.999999999	24.43345498	17.69752281	5.083719839	8.445801118	7.090951153	4.004945243	72.9896	70.8011	66.4784	0
CML162	197.8828889	92.97398094	9.649416507	73.34010646	29.62953359	9.999999999	5.520530861	9.999999999	3.579926674	73.34010646	9.999999999	21.22951157	19.80397071	20.5442504	8.082837275	7.705917015	4.431711076	72.7755	70.6898	69.156	0
CML163	204.6248218	97.58479657	8.800587056	79.42049051	32.5261389	9.999999999	5.128926704	9.999999999	3.76230249	79.42049051	9.999999999	20.49277592	22.11417001	16.52140586	8.912059019	8.270256147	4.582802085	79.521	77.3678	75.0691	0
CML165	173.0440661	71.75232716	7.822683023	88.87204149	31.31051927	9.030971079	5.346271799	9.999999999	3.44059155	88.87204149	9.999999999	19.73034019	17.583935	14.54833951	7.742245441	7.900193067	4.574974504	78.8786	76.5887	73.1725	0
CML166	213.1342533	99.99999999	8.923098523	78.7949366	33.23537465	9.999999999	5.261057202	9.999999999	3.893248326	78.7949366	9.999999999	21.02391092	22.26417568	16.85493556	8.889036449	8.118606834	4.740886111	78.7715	76.3661	74.2881	0
CML168	199.6123851	82.55443412	7.479213374	81.62698978	27.13415734	9.155918047	6.181183351	9.999999999	3.5186484	81.62698978	9.999999999	18.29113567	24.53722563	17.22420057	8.317448786	8.97521627	5.062994443	74.8099	73.5836	69.6023	0
CML169	197.6495564	82.1260551	8.603693627	88.78105183	34.0400701	9.999999999	6.996124869	9.999999999	3.552935053	88.78105183	9.999999999	22.01978905	23.44526451	15.26066363	8.702601623	8.358108413	4.930046335	78.2361	75.8096	73.7303	0
CML170	167.1777391	69.83720796	8.822464104	82.03644325	33.19920437	8.511660242	5.505211383	9.999999999	3.565336608	82.03644325	9.999999999	21.61715445	20.05225461	12.80254982	8.584961168	7.929270234	4.028801718	73.9533	73.361	70.718	0
CML171	218.9284533	84.55533952	8.872781313	79.35907249	30.43273748	9.999999999	6.981626077	9.999999999	3.830875797	79.35907249	9.999999999	24.41632159	22.03242543	21.91648684	8.440062559	8.02754565	4.358816291	77.0583	74.9192	72.0568	0
CML172	202.314432	76.13283387	9.010606714	77.15712271	30.50433226	9.745511554	6.547893356	9.999999999	3.783640461	77.15712271	9.999999999	22.6922745	23.14390764	23.5331529	8.610784683	8.243453761	4.51388338	77.8078	75.8096	73.0609	0
CML189	167.9998315	63.93650777	7.831433842	72.75549789	28.98368905	7.128876607	5.493721774	9.999999999	3.495669047	72.75549789	9.999999999	18.73660373	19.21223759	11.63567237	8.685385947	7.763988852	4.515208739	70.4199	67.796	65.2512	0
CML191	154.6436004	46.43612071	8.054579729	65.7663546	25.30513455	9.999999999	7.398124386	8.963382755	3.647405726	65.7663546	9.999999999	17.07680685	19.01316312	14.20099216	8.133049664	6.998631823	4.406529241	71.3836	70.13327	68.2635	0
CML192	149.2600034	60.85902406	9.056548514	76.75904295	23.84900122	8.175865265	5.219886105	9.879662721	3.83379381	76.75904295	9.999999999	19.246322	17.90493442	16.15452321	8.187565972	7.829505796	4.346888054	75.8806	75.2531	73.1725	0
CML20	194.9667876	85.49998151	9.113428838	82.69611829	38.45877631	6.813162393	5.69301177	9.999999999	3.516824641	82.69611829	9.999999999	18.12408514	26.23495065	16.47804701	8.693993785	8.87628788	5.048003351	76.523	74.9192	70.6064	0
CML223	199.9164041	73.94412621	7.864249414	88.53083026	26.19127138	5.204470177	6.424380064	9.999999999	3.962186385	88.53083026	9.999999999	21.38157038	26.99444315	26.33194347	8.738467616	8.69164922	4.879682665	74.9169	75.3644	71.4989	0
CML225	188.855384	65.75192948	9.999999999	81.91133247	30.52931585	9.999999999	6.64842743	9.999999999	4.003038568	81.91133247	9.999999999	18.39393599	24.65191205	16.5440646	8.054144481	8.076683358	5.128850294	74.9169	70.8011	69.2676	0
CML226	195.6329927	82.56138975	8.015201043	90.91930885	28.51384833	9.999999999	6.3822515	9.999999999	4.145109328	90.91930885	9.999999999	20.38783392	24.56345709	17.69301158	8.267905795	8.502543495	5.298496339	76.9513	75.6983	73.6187	0
CML228	169.087165	74.70770078	9.240315715	75.05298681	26.58600984	8.738126622	5.244780257	9.999999999	4.162982159	75.05298681	9.999999999	18.96576279	27.27810903	21.57199832	8.213389487	9.345329639	5.244156591	73.0967	74.474	72.8377	0
CML27	171.7435648	61.65296053	9.036859171	85.22108137	31.07559891	9.999999999	6.69506977	9.999999999	3.789294111	85.22108137	9.999999999	19.48404775	23.12072635	20.07111471	8.81163424	8.553170224	4.809438599	78.6644	75.4757	71.4989	0
CML28	177.123284	75.78571437	8.621195265	77.46421282	31.09275182	9.999999999	5.767967787	9.999999999	2.97808648	77.46421282	9.999999999	20.21435838	18.39601191	12.56669668	6.889217047	6.854196742	4.434361796	82.0907	82.0158	78.7508	0
CML286	177.5768751	73.18220775	8.951538685	77.15712271	26.52634752	9.999999999	6.212095869	9.999999999	3.267881652	77.15712271	9.999999999	18.77087051	21.89882796	15.78001701	7.656749285	7.970962834	4.690156224	76.8442	74.9192	72.9493	0
CML287	196.5628877	82.29089269	9.277506696	80.32356289	26.86791427	9.538568137	6.667576778	9.999999999	3.728380588	80.32356289	9.999999999	21.23807826	23.53554956	21.10172146	8.424281522	8.240475718	4.969807126	78.022	77.3678	76.1848	0
CML290	176.0237632	87.445021	9.001855895	68.86568991	27.01856161	9.999999999	6.277887556	9.999999999	3.347534633	68.86568991	9.999999999	21.46203161	18.8330764	13.55106096	7.384167743	7.89502274	4.205074563	77.9149	76.5887	73.3956	0
CML298	155.123339	62.48189602	8.791836237	67.2870193	28.54367949	9.999999999	6.113750291	9.999999999	3.66785715	67.2870193	9.999999999	19.44718459	21.68156771	16.13986135	8.701166984	8.005210328	4.605333201	78.3432	75.8096	73.9534	0
CML300	199.111374	93.6440408	8.658386246	83.21930884	31.33289263	9.999999999	6.312356381	9.999999999	3.815191477	83.21930884	9.999999999	20.0194661	24.10837162	16.50403161	8.881931585	8.417669272	4.475447947	80.9129	77.813	73.0609	0
CML304	200.7741722	79.02715243	7.991136291	71.93659095	33.76786079	9.999999999	6.726939755	9.999999999	3.1724991	71.93659095	9.999999999	21.11171953	22.48934101	12.23251096	7.790170777	8.428092422	4.540390574	74.1674	73.4723	70.6064	0
CML305	197.014263	94.16803225	8.779439243	84.49695532	30.85932302	9.999999999	6.173523612	9.999999999	3.64284633	84.49695532	9.999999999	19.02572964	24.33164412	13.80075653	8.711209461	8.335773091	4.394601004	82.1424	77.4602	75.2922	0
CML307	181.5558243	79.17708509	8.225220701	78.05337087	33.7074527	9.999999999	6.721194951	9.999999999	3.127634649	78.05337087	9.999999999	19.03643801	23.05972293	15.64708161	7.364005601	8.099522136	5.045658521	80.9162	78.4624	75.5154	0
CML31	187.5190962	74.47198191	8.465868226	80.62610352	29.6645852	8.246147935	6.678108919	9.999999999	3.365270338	80.62610352	9.999999999	18.22260212	21.45533313	13.92178016	7.388148569	7.985013947	4.962702718	74.5957	73.6949	70.8295	0
CML32	164.4742518	74.14274834	8.284321123	80.15068254	26.57034848	9.999999999	5.551306598	9.999999999	3.578671143	80.15068254	9.999999999	18.21925208	23.19054186	14.46848378	9.067892726	7.987053012	4.80871687	76.7371	76.0322	73.5072	0
CML323	152.576293	62.17518547	7.79986308	79.22713749	31.12407454	5.47277148	5.772344781	9.999999999	3.550654597	79.22713749	9.999999999	21.13054748	20.2371486	14.20826931	8.377806208	8.599883874	4.57066978	73.525	72.0254	69.8254	0
CML324	175.1976822	59.03664671	9.844122232	75.30775786	30.89288307	9.999999999	5.241771074	9.999999999	3.616401837	75.30775786	9.999999999	21.58361756	28.5835821	13.94608018	9.254937906	9.242587159	4.919443457	72.13307	70.6898	67.0362	0
CML325	159.2905274	49.04768704	8.382735445	70.38976672	30.57965593	9.850935558	6.358178034	9.999999999	3.931911999	70.38976672	9.999999999	20.81399788	25.62796667	20.95735075	8.735598336	8.56954946	4.983060724	70.3129	67.796	65.809	0
CML326	172.8559377	54.45188712	8.093958415	77.96465595	33.99159447	9.999999999	6.43162946	9.999999999	3.533056089	77.96465595	9.999999999	20.67267648	21.57123962	14.30343342	8.111530068	8.387888842	5.175237885	71.9189	69.6881	68.0403	0
CML327	174.4091605	76.67504247	8.032702681	77.83727042	32.99970851	8.513612538	5.693695675	9.999999999	3.220281564	77.83727042	9.999999999	16.41502977	20.33523173	17.70114819	7.412860537	7.784835152	5.103668459	74.7028	74.6966	71.1642	0
CML338	183.4970481	71.17732769	8.225220701	79.1020267	33.66419752	9.999999999	5.440103601	9.999999999	3.727468709	79.1020267	9.999999999	19.55043963	18.74007116	13.15740317	8.554833735	7.866731332	4.26736647	73.3109	69.0203	67.37094	0
CML360	205.4226502	92.49437309	7.722048604	74.43880661	32.812518	9.999999999	5.571686975	9.999999999	3.434755524	74.43880661	9.999999999	22.27036484	21.49498535	16.25382538	8.130180385	8.910535374	4.61196	76.3089	73.5836	70.6064	0
CML361	176.4303776	65.95275975	7.789867452	74.39331178	29.11792925	8.378904088	5.270631876	9.999999999	3.439132543	74.39331178	9.999999999	19.10497156	20.9730748	19.45779947	7.956588981	8.700583348	4.500629782	73.2038	71.8028	68.9329	0
CML364	208.1710091	76.81205751	9.161558343	70.69913156	29.78092671	9.999999999	7.329323516	9.999999999	3.590869223	70.69913156	9.999999999	19.60283801	21.10218489	13.69307409	8.791549284	8.393844928	4.570873848	77.7008	75.1418	71.1642	0
CML408	192.778493	78.53440615	9.023732943	83.15106659	35.140094	9.999999999	6.358178034	9.999999999	3.417429822	83.15106659	9.999999999	21.98952375	23.02739112	13.67449172	9.089954341	8.171980731	4.421108198	77.1654	82.1537	72.0568	0
CML411	163.4219293	62.37645737	8.693389522	84.83437531	34.5210975	9.999999999	5.47361496	9.999999999	3.937018522	84.83437531	9.999999999	21.06246104	26.4484626	17.85552463	8.612219322	9.342351596	5.095716301	73.3109	71.5802	68.375	0
CML412	176.9063491	72.42547842	8.52274855	74.79139154	30.90406976	9.999999999	6.775770592	9.999999999	3.743700157	74.79139154	9.999999999	18.68673451	26.24715133	15.73999345	9.19037912	8.989453511	5.025472235	77.1654	75.1418	73.5072	0
CML415	189.8713661	73.83824593	8.557751826	81.21753631	34.67398218	7.843974881	5.467870155	9.999999999	3.473236821	81.21753631	9.999999999	19.63794984	25.17349124	20.82155652	8.559137654	8.486164259	4.877031945	77.4866	75.3644	72.9493	0
CML422	167.8422822	57.00493775	6.958539638	63.9772704	29.95320164	9.999999999	6.000085236	9.999999999	3.181435515	63.9772704	9.999999999	20.9853608	24.31639327	8.271310738	8.564876212	7.808659496	4.647744712	68.7068	66.2378	62.6851	0
CML423	156.1741104	65.11896635	8.013013338	71.5612586	30.32981999	9.999999999	5.780961987	9.999999999	3.354510165	71.5612586	9.999999999	17.81140082	22.52899323	7.956839887	9.077042584	8.064771186	4.586778165	68.3856	66.2378	63.0198	0
CML426	175.428134	70.64174351	8.358670692	66.69331176	27.96570083	9.999999999	5.74362076	9.999999999	4.023099907	66.69331176	9.999999999	17.98701804	27.6563302	18.63693704	8.887670144	8.913513417	5.0002904	67.8502	66.5717	64.247	0
CML428	171.1540293	74.50289586	8.756832961	58.89094838	27.65993148	9.999999999	5.308930571	8.95577657	3.744794412	58.89094838	9.999999999	17.01255665	20.73422114	13.16990895	8.05557912	7.156468098	4.732567735	74.9169	72.6932	69.3792	0
CML430	199.1920322	96.56066157	9.999999999	70.19641369	26.11094867	9.999999999	6.352706792	9.999999999	4.193621295	70.19641369	9.999999999	17.82639254	24.91900185	17.92699527	9.37831692	8.438515572	4.846548672	78.2361	77.4791	74.2881	0
CML431	181.1447781	85.45261692	7.778928928	75.10303113	25.71344851	9.999999999	5.830750291	9.999999999	3.915498176	75.10303113	9.999999999	20.62127632	21.63834338	19.27779052	8.219128046	8.341729177	4.839921873	81.3412	78.926	74.9575	0
