Trait	Plantheight	Earheight	Earleafwidth	Earleaflength	Tasselmainaxislength	Tasselbranchnumber	Leafnumberaboveear	Earlength	Eardiameter	Cobdiameter	Earrownumber	Kernernumberperrow	grainweight	cobweight	kernellength	Kernelwidth	Kernelthickness	Silkingtime	Pollenshed	Headingdate	cobcolor
HYS	123.6913798	43.60131151	7.516404355	59.00468546	25.82158645	6.083003548	4.471146617	9.999999999	3.429716503	59.00468546	9.999999999	18.60550315	20.42952075	9.414318065	7.790327306	8.235154088	4.612147682	64.9593	62.8988	60.5653	0
HZS	137.970969	48.25927091	7.090895777	60.65955991	25.98864093	9.999999999	4.722960537	8.934714748	3.621953285	60.65955991	9.999999999	15.9695617	20.37300539	8.484088121	7.422903014	8.831617237	4.821366837	66.7795	64.1231	61.2347	0
IRF291	179.3687484	51.99831316	9.030296057	64.98043141	29.65116118	5.079523209	5.824048019	9.999999999	3.711237262	64.98043141	9.999999999	19.48618942	23.62400451	15.51843444	9.130124253	8.140711281	4.521835538	70.6341	67.4621	63.3545	1
IRF314	168.144861	45.10759372	7.789867452	64.91901338	27.30941539	3.792959896	5.327122451	9.999999999	3.428189995	64.91901338	9.999999999	20.44137576	23.44709461	11.20398966	9.157382407	8.195805074	4.662323669	67.1007	66.5717	64.3586	0
J4112	160.1124709	55.19726051	8.828117017	65.04117408	25.33095607	4.68008987	5.263502014	9.999999999	3.638206305	65.04117408	9.999999999	25.07446709	25.56697441	15.90299946	9.114166749	9.047314018	4.686086551	69.9916	67.3508	65.4743	1
JH59	196.7183319	56.22060668	8.505246912	74.7231493	31.49447658	3.993070275	5.861115685	9.999999999	4.000485306	74.7231493	9.999999999	23.18121444	22.73030449	20.86682126	9.583470397	8.121354002	4.626538957	72.026	69.5768	67.9288	1
JH96C	196.1301259	65.77202355	9.728173879	77.41871799	32.46312058	8.898214925	6.029903505	9.999999999	4.15769326	77.41871799	9.999999999	25.39934968	26.5289871	30.61017646	9.396967236	8.402779057	4.682204065	69.6704	68.6864	66.3668	1
JI53	134.7377751	37.22232834	9.62316405	60.38090407	31.53798184	6.975481892	5.54898132	9.999999999	3.934830012	60.38090407	9.999999999	20.12744767	27.69598242	12.2379317	9.42422539	8.962651125	4.874381226	68.1714	66.0152	63.3545	0
JI63	156.7749469	49.65967284	8.04582891	61.01783169	30.00167727	7.578462573	5.222621726	9.999999999	3.671114582	61.01783169	9.999999999	19.63610656	20.44267646	13.34572674	8.217693406	7.923314148	4.503280502	70.3129	66.1265	62.7967	0
JI842	151.8556465	38.20701364	7.117627509	56.33436274	30.24798242	4.992598843	5.006174395	9.999999999	3.147916739	56.33436274	9.977054347	23.59820582	20.1955477	13.66782386	-999.0	-999.0	-999.0	69.9481	68.0392	65.8329	0
JI846	193.1086595	59.78310819	7.599537136	70.24190852	32.91767283	6.225521183	5.923761408	9.999999999	3.575914406	70.24190852	9.999999999	23.03708392	27.45278732	17.09793576	9.627408904	8.761125004	5.238620935	69.6704	67.0169	64.4702	0
JI853	162.4077199	58.68367564	9.039046876	63.00823052	28.3311325	8.699080694	6.001042703	9.999999999	4.241495942	63.00823052	9.999999999	19.8103759	25.80098644	16.00975412	8.170350296	9.118998378	5.034749753	71.7048	69.4655	67.9288	0
JIAO51	198.3660198	99.20761841	8.45847273	69.06784713	28.83074878	9.999999999	5.699484971	9.999999999	3.914869703	69.06784713	9.999999999	19.96943397	18.41126276	12.99112862	7.82029821	8.002232285	4.696783022	78.2361	77.0339	74.065	0
JY01	201.2623311	77.51689557	9.601287002	67.70557174	30.13218858	6.659767678	5.772755124	9.999999999	4.249610671	67.70557174	9.999999999	23.12275085	26.1464957	17.82931872	9.553342963	9.634199802	4.569548488	70.4199	69.3542	67.0362	0
K10	161.1919761	38.58397743	7.523332087	62.00355301	33.27564671	6.465653638	4.94796537	9.999999999	3.555557492	62.00355301	9.999999999	16.21371247	23.07353584	12.86716395	8.726990498	8.445960679	4.768352448	64.531	63.4553	58.2224	1
K12	163.6963663	54.98669845	8.23834693	62.31443436	32.84309494	3.384929953	5.603009836	9.999999999	3.492386282	62.31443436	9.999999999	17.78355907	17.85714841	10.57981267	7.292350802	7.994787178	5.093065581	74.0604	71.0237	69.8254	1
K14	143.4925202	49.51761703	7.125513029	65.30618364	35.77404312	9.653280436	5.204009432	9.999999999	3.407782917	65.30618364	9.999999999	21.02025705	24.00846451	11.68952666	8.423949353	8.177950378	5.338578753	72.0156	67.3234	63.6787	NA
K22	132.6037696	44.00816117	8.872781313	60.60837822	29.29691619	7.285060317	5.245737724	9.999999999	4.499830291	60.60837822	9.999999999	18.18619367	25.60051514	16.48328819	9.201856237	8.227074525	4.9048645	69.8846	66.3491	62.9082	0
L3180	182.2670835	57.78552049	9.059562182	75.38848545	42.75225938	6.368038819	5.368108499	9.999999999	4.24924592	75.38848545	9.999999999	21.75027868	25.33210011	19.04193738	9.563385441	8.454894808	5.078486624	70.3885	66.4103	64.5831	1
LG001	168.6761188	59.77085302	8.037078091	68.70873274	28.07570322	5.872155539	5.520530861	9.999999999	3.407626703	68.70873274	9.999999999	21.49507907	22.05224346	14.3120099	8.485971029	8.316415812	4.646419352	70.527	69.7994	66.2553	0
LIAO138	182.1801492	68.34251848	9.999999999	75.50793512	31.35452022	9.530758951	4.931688425	9.999999999	4.347364109	75.50793512	9.999999999	27.43791554	26.87243633	19.8709969	10.45142741	9.272367588	4.466170429	67.8502	65.9039	63.0198	1
LIAO159	175.9578407	53.35852695	8.662761655	73.15357765	38.75637596	5.825300426	5.495636709	9.999999999	4.274049031	73.15357765	9.999999999	21.08442795	28.0833541	19.992497	9.677502682	8.502339861	5.24152976	70.9553	68.1299	66.0321	1
LIAO5114	170.4761908	47.44700688	7.846747776	63.45180511	26.84330356	4.261232127	6.048095385	9.999999999	3.47633721	63.45180511	9.999999999	25.35048458	19.43612012	11.76622542	8.86041199	7.68060365	4.554969531	70.6341	67.9073	65.809	1
LIAO5262	194.0330148	66.30992628	9.583785364	72.2573295	28.20509586	9.722083997	5.910220083	9.999999999	4.706097339	72.2573295	9.999999999	20.77119346	26.98834281	18.58452524	10.76561351	8.489142301	4.745821332	69.7775	68.0186	65.2512	1
LIAO5263	164.8797583	60.07767397	9.152807524	56.85732947	22.29756799	4.827398077	5.591383447	9.846761548	4.315083589	56.85732947	9.999999999	23.17710167	23.59411284	13.00552646	9.374013001	7.909912955	4.26604111	71.9189	69.5768	65.028	1
LK11	139.8256626	45.812763	7.389517478	56.08164262	30.22913984	7.555035017	5.27500887	9.999999999	3.242472584	56.08164262	9.999999999	20.37284221	22.82338504	11.34924619	8.138788223	7.900978826	5.059931588	68.7068	64.7909	62.2388	0
LV28	141.4889039	50.48043821	7.070112582	58.62935311	20.59740515	9.155918047	5.967668126	9.999999999	3.472324942	58.62935311	9.999999999	19.98948267	20.24746553	10.98004829	9.440006427	7.332172629	4.675577267	71.1694	68.6864	64.9165	0
LX9801	172.0577769	55.36826492	7.730799423	69.50261753	31.54171073	7.617508501	5.423553094	9.999999999	3.899813856	69.50261753	9.999999999	19.26773874	20.35422151	15.66000261	8.38985017	9.680359467	5.107644538	71.2765	68.5751	66.59	0
LXN	166.833391	69.87971464	9.726533101	65.01682727	31.34035042	9.999999999	5.701492195	9.999999999	3.924252215	65.01682727	9.999999999	21.75316115	27.31532111	20.55568571	9.28219606	9.242587159	4.824017556	74.3816	71.9141	70.9411	1
LY	189.282717	74.45961633	8.917264644	66.07609857	26.8209302	7.804928953	6.22522685	9.999999999	4.156234253	66.07609857	9.999999999	22.25471105	27.07374759	23.86620612	8.602176845	8.968607211	5.179213964	74.0604	70.8011	69.3792	0
LY042	184.6045461	60.22451523	9.981947633	72.24368105	31.11661675	4.301393653	5.717769141	9.999999999	3.433843645	72.24368105	9.999999999	21.6535629	26.21969979	13.58872694	8.584961168	8.623154233	5.283917382	69.7775	68.2412	65.1396	0
M153	167.5407007	67.87726354	7.927692852	67.22787602	26.55244979	9.999999999	5.883410997	9.999999999	4.262741823	67.22787602	9.999999999	18.72080198	25.71625794	15.29916844	9.619336389	8.547214138	5.055955509	71.2765	68.7977	64.9165	0
M165	160.4668285	65.90804493	8.454929702	65.21472978	28.4019815	9.936836598	5.686172717	9.999999999	4.361733621	65.21472978	9.999999999	18.12701301	27.096122	17.10065325	9.204725517	8.432559486	5.163309647	70.8482	67.9073	64.4702	1
M97	176.4448916	63.64437094	8.610256741	69.82108134	32.92513062	6.396486566	5.579893838	9.999999999	4.238460816	69.82108134	9.999999999	21.33808537	26.95490785	16.38005933	10.0282087	9.00881079	4.692806943	67.3149	65.6813	60.7885	1
maize_04K	145.8567405	60.45515538	6.853712118	68.22307543	24.7551226	9.999999999	4.812278565	9.999999999	3.492386282	68.22307543	9.999999999	19.7860237	19.8753447	10.60840093	8.158873178	8.084128465	4.528462337	67.529	65.4587	62.462	0
MN	155.3799381	57.63779047	7.33755949	76.2671301	30.58338482	9.847030965	4.471146617	9.999999999	3.980708587	76.2671301	9.999999999	21.3640276	21.76645055	12.99727119	8.277948273	8.353641349	4.529787696	60.2482	57.5563	55.2101	0
MO113	140.4633935	40.91047298	7.579847793	60.33540924	28.82334658	2.684055553	5.209217183	9.999999999	3.282289342	60.33540924	9.999999999	23.86162818	20.75684404	11.78051955	8.692559145	8.033501736	4.448940753	62.8179	61.0066	57.7761	1
MO17	176.5627765	55.41971457	8.301790368	61.41591146	33.04072635	4.084688755	5.213183833	9.999999999	3.320953015	61.41591146	9.999999999	23.10561747	23.57787212	12.05639625	9.467264581	9.013277854	4.525811617	71.1694	67.0169	64.8049	1
NAN21-3	171.4581121	71.18699043	8.919545406	70.88626747	30.59084261	9.999999999	4.84278074	9.999999999	3.560412461	70.88626747	9.999999999	22.9257169	25.37734396	15.08246349	9.233418311	8.828639194	4.634491115	70.6341	68.0186	64.8049	1
NMJT	156.5833839	60.4412441	7.310760107	72.62128814	28.67046191	9.999999999	5.207302248	9.823573206	3.45960082	72.62128814	9.999999999	21.41879455	19.9572404	9.734582031	7.643837528	7.613597685	4.4144814	66.6724	65.1248	61.681	0
P138	155.0132286	64.5716514	9.000755136	70.06179328	28.84944884	7.33247323	5.248768154	9.999999999	4.03039494	70.06179328	9.999999999	20.3899756	24.61478751	13.73881531	8.808764961	8.520411752	4.720639497	73.7947	72.8529	69.1787	1
P178	153.0295517	57.58479513	9.835371413	61.19981102	21.51844211	6.11424029	4.698339947	9.999999999	3.390349832	61.19981102	9.999999999	17.66148369	19.99105471	11.32309474	7.749875065	7.632187213	5.300373925	73.2038	71.9141	70.8295	0
Q1261	165.9987789	62.16072216	8.944975571	64.97588192	29.27560823	6.465653638	5.453508145	9.999999999	4.208758488	64.97588192	9.999999999	21.66641294	23.00481986	20.82155652	8.424281522	8.797369743	4.991012882	68.9209	68.2412	66.3668	1
QI205	170.6662028	55.21722819	8.745894437	75.91738859	32.99225072	3.384372154	5.831707758	9.999999999	4.081460169	75.91738859	9.999999999	21.13527794	18.80168461	17.97702473	8.504621345	7.114775497	4.622562877	73.0967	70.24457	68.375	1
QI319	170.4909265	58.06937129	8.030514976	74.4274329	31.11288785	8.004063184	4.963695191	9.999999999	3.998479172	74.4274329	9.999999999	24.62750661	24.53112528	18.97475497	8.983791004	8.922447545	4.75642421	68.5997	66.2378	64.4702	1
QTHHSBTS	135.4217072	40.67994324	6.225622649	55.89359694	28.3628281	5.501219227	5.011158217	9.999999999	3.092071365	55.89359694	9.999999999	20.59985959	16.01992892	9.336223392	6.589418692	7.026537998	4.775150465	61.2118	58.7806	56.1026	0
R08	194.1322863	70.45471411	9.803649694	71.42477411	35.89519515	5.079523209	5.830750291	9.999999999	4.081460168	71.42477411	9.999999999	24.69045578	24.39874788	19.59702608	10.42703854	8.018611521	4.337610535	71.7048	68.5751	67.1478	1
R15	155.6048502	41.61045313	6.699296623	57.73462145	33.77531858	5.965865765	4.538169333	9.999999999	3.331895564	57.73462145	9.999999999	22.13115607	19.51949145	13.12457954	8.254994038	7.701449951	4.556294891	71.4906	68.909	66.1437	1
R15X1141	173.6389198	56.30926347	8.166152672	72.28917588	34.55465755	3.477664031	5.143288715	9.999999999	3.81592098	72.28917588	9.999999999	24.24927106	21.54073791	18.88470196	8.452974316	7.677625607	4.46086899	68.8139	67.4621	65.9206	1
RY684	180.9617463	72.05373817	8.247644675	66.31797941	33.23462887	7.152861963	5.059031586	9.999999999	3.680233373	66.31797941	9.999999999	19.14352168	18.92979178	14.01993319	9.280761421	7.157957119	4.700759101	71.2765	65.9039	62.0157	1
RY697	132.1201532	32.41896297	7.378765406	65.72654662	29.81523254	8.129010152	5.671810707	9.999999999	3.386608309	65.72654662	9.999999999	24.18596642	18.34110883	15.2563754	9.144393164	7.268464459	4.252579259	68.2785	65.3474	62.7967	0
RY713	160.2593586	62.38963213	8.110531043	64.26086815	28.90005159	9.260640959	5.191578146	9.685338094	3.869826453	64.26086815	9.999999999	19.63213079	24.00846451	13.31753515	9.255489639	7.338424914	4.64184661	69.8356	67.896	66.8382	0
RY729	155.2459834	59.26129409	8.749707623	75.95073434	27.05545848	9.999999999	5.661480754	9.999999999	3.54872973	75.95073434	9.999999999	24.90260384	19.7189331	14.1115229	8.548512068	7.423113886	4.419005155	71.7431	70.0436	68.2743	NA
RY732	138.9927754	46.5866385	6.946291556	60.21211097	27.36289067	9.999999999	5.375561178	9.825196345	3.960641687	60.21211097	9.999999999	18.66264578	17.81247469	13.12404234	7.844901056	6.414210478	4.644667388	71.3343	66.797	62.9606	NA
RY737	153.4425922	45.28766748	8.652918061	67.74727533	25.23615	2.382425763	6.315228783	9.999999999	3.496033798	67.74727533	9.999999999	18.42102502	21.67189526	11.80196075	8.110859286	7.876015781	5.222926859	69.2422	65.7926	62.462	1
S22	161.5334476	79.59923001	9.536918973	59.92352265	27.08428025	7.42492392	4.597057469	9.999999999	3.665492175	59.92352265	9.999999999	23.59820582	23.09370929	14.58858277	-999.0	-999.0	-999.0	71.206	70.27588	67.7426	1
S37	130.1261914	48.79485509	8.877885958	61.07849147	27.99926088	9.545261724	5.7981964	9.999999999	3.852899307	61.07849147	9.999999999	18.21112684	24.27064071	12.2379317	8.267905795	7.954583598	5.230902993	74.2745	73.361	70.3833	0
SC55	185.2074877	89.92752159	7.743925651	67.52359241	22.13743861	9.999999999	6.134130668	9.922115847	4.1890619	67.52359241	9.999999999	17.73001723	20.13460921	13.1313148	9.37831692	7.053725617	4.545692013	77.2725	75.3644	73.5072	0
SHEN135	135.0574161	46.45599397	7.205750277	64.99862934	25.25479447	4.155110874	5.213867738	9.999999999	3.511353367	64.99862934	9.999999999	20.6952944	21.29550419	11.22447791	8.460147515	7.387266423	4.645093993	66.3512	66.4604	64.3586	NA
SHEN137	164.4260564	69.87971464	8.682450998	73.19907248	30.91898533	9.249628273	4.662640092	9.999999999	4.003768071	73.19907248	9.999999999	24.03607794	21.60601157	16.31318804	9.125820334	8.755677142	5.090414862	68.8139	67.3508	63.8008	0
SHEN5003	122.9404173	37.44755855	7.702359261	60.35815666	27.02974829	9.753320738	5.120993403	9.999999999	3.477796217	60.35815666	9.999999999	18.80085393	18.93894229	8.733487595	9.346754847	7.512344226	4.531113056	72.4543	70.022	66.59	1
SI273	177.2026126	68.3031032	8.198968244	61.12019506	26.85449025	9.999999999	5.673725641	9.999999999	4.254352443	61.12019506	9.999999999	20.43280907	23.57337168	13.64590346	9.392663317	8.317904834	4.409179961	65.9229	64.457	62.2388	0
SI434	119.8731479	34.71280709	7.1672847	59.07232448	30.23546015	6.665141034	5.570732367	9.999999999	3.837905716	59.07232448	9.999999999	17.60502577	22.1020061	10.52189762	8.316219437	9.278907017	4.844942619	71.4706	66.3212	62.9606	0
SI444	144.325688	43.50298129	8.212460691	63.05744336	31.26204364	7.310161271	5.319873055	9.999999999	3.502234576	63.05744336	9.999999999	21.37514536	24.07847995	8.88595831	8.232492824	8.404330502	4.701335856	66.8866	63.7892	59.3381	0
SI446	167.9380846	56.70321119	8.545283131	68.64824866	30.92285558	8.31728637	5.688829583	9.999999999	3.655716646	68.64824866	9.999999999	23.92871208	20.9104696	13.07733718	9.356486435	7.290557234	4.404901266	72.6968	66.4643	64.2532	0
SW92E114	182.3559795	74.49781714	9.301571449	76.62255846	34.3793995	9.347243092	6.149450146	9.999999999	3.802607546	76.62255846	9.999999999	23.30265142	22.97126798	23.37305865	7.975239297	8.431070465	4.728591656	74.3816	73.2497	71.6105	0
SY1032	190.8099498	71.62459336	8.954132115	68.05933852	30.60053587	6.061248405	5.548533642	9.999999999	3.47828821	68.05933852	9.999999999	21.74737081	-999.0	19.08283006	8.094026486	7.010715413	4.980339959	76.9205	71.2105	68.8488	1
SY1035	179.9962137	56.30361239	7.215357126	68.69487071	26.3349143	9.999999999	7.058934884	9.999999999	4.110751452	68.69487071	9.999999999	15.98334175	-999.0	14.53854152	9.151126284	7.272146588	4.607997275	71.5977	68.2412	63.6892	1
